,personnel-costs-row.amount,material-costs-row.amount,rent-costs-row.amount,service-purchase-costs-row.amount,steamship-costs-row.amount,other-costs-row.amount,equipment-costs-row.amount,coordination-costs-row.amount,other-costs-row-2.amount,personnel-costs-row.amount-18,material-costs-row.amount-18,menotamount,project-incomes-row.amount,own-income-row.amount,eu-programs-income-row.amount,other-public-financing-income-row.amount,private-financing-income-row.amount,tulotamount,summaamount,SummienTodennakoisyys,radioButton-good-practices,organization_name,project_name,ei-tuotos-tyyppia,henkiloestoeliikkuvuudet-lkm,julkaisut,kasikirja,koulutus,muu-tuotos,ohjelma,opiskelijaliikkuvuudet-lkm,raportti,selvitys,tapahtuma,toimintamalli,tutkimus,verkkosivut,min,max,std,mean,sum,haku_id,osa_alue_id,osa_alue_nimi
146Biologian ja maantieteen opettajien liitto BMOL ryLukiolaisten kansalliset biologian ja maantieteen kilpailut sekä kansainvälinen olympiatoiminta,10216.0,4008.0,0.0,600.0,15762.0,2466.0,0.0,0.0,0.0,0.0,0.0,33052.0,0.0,0.0,0.0,33000.0,52.0,33052.0,0.0,46.693014786815354,ei,Biologian ja maantieteen opettajien liitto BMOL ry,Lukiolaisten kansalliset biologian ja maantieteen kilpailut sekä kansainvälinen olympiatoiminta,,,,,,1.0,,,,,,,,,0.0,0.0,,0.0,1.0,146,6,06 Järjestötoiminta
146Suomi-Saksan Yhdistysten Liitto ryOppilasvaihto Suomi-Saksa-Suomi,17858.0,1908.0,1300.0,50.0,1163.0,3484.0,0.0,0.0,0.0,0.0,0.0,25763.0,16280.0,0.0,0.0,6000.0,3270.0,25550.0,-213.0,47.09633192409064,ei,Suomi-Saksan Yhdistysten Liitto ry,Oppilasvaihto Suomi-Saksa-Suomi,,,,,,,,,1.0,,,,,1.0,0.0,0.0,,0.0,2.0,146,6,06 Järjestötoiminta
146Suomen Youth For Understanding r.y.Suomalaisten vaihto-oppilaiden apurahat,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,-4000.0,85.115850992459,ei,Suomen Youth For Understanding r.y.,Suomalaisten vaihto-oppilaiden apurahat,,,,,,1.0,,,,,,,,,0.0,0.0,,0.0,1.0,146,6,06 Järjestötoiminta
146Suomen Leirikouluyhdistys - Lägerskolföreningen i Finland ryUlos Luokasta! Leirikoululähettiläs,13300.0,0.0,0.0,5860.0,2190.0,0.0,2400.0,0.0,0.0,0.0,0.0,23750.0,3900.0,0.0,0.0,0.0,0.0,3900.0,-19850.0,79.38575536526237,ei,Suomen Leirikouluyhdistys - Lägerskolföreningen i Finland ry,Ulos Luokasta! Leirikoululähettiläs,,,,,,,,,,,,2.0,,3.0,-0.2,0.8,0.18309187155708592,0.1871428571428572,5.0,146,6,06 Järjestötoiminta
146AFS Intercultural Programs Finland ryNuorten kansainvälisyysosaamisen lisääminen,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,6000.0,6000.0,-4000.0,46.684840275700104,ei,AFS Intercultural Programs Finland ry,Nuorten kansainvälisyysosaamisen lisääminen,,,,,,1.0,,,,,,,,,0.0,0.1,0.07071067811865478,0.05,1.0,146,6,06 Järjestötoiminta
152Pietarsaari,165167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165167.0,0.0,0.0,0.0,0.0,0.0,0.0,-165167.0,76.49822444589073,ei,Pietarsaari,,,,,,,,,,,,,1.0,,,0.5,0.5,,0.5,1.0,152,2,02 Esi- ja perusopetus
152Joensuun steinerkoulun kannatusyhdistys ry,22319.0,782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23101.0,0.0,0.0,0.0,0.0,0.0,0.0,-23101.0,79.6094432702537,ei,Joensuun steinerkoulun kannatusyhdistys ry,,,,,,,,,,,,,1.0,,,0.1,0.1,,0.1,1.0,152,2,02 Esi- ja perusopetus
152Hangon kaupunki,134091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134091.0,0.0,0.0,0.0,93360.0,0.0,93360.0,-40731.0,43.960320281741936,ei,Hangon kaupunki,,,,,,,1.0,,,,,,,,,0.0,0.0,,0.0,1.0,152,2,02 Esi- ja perusopetus
152Hausjärven kunta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515,ei,Hausjärven kunta,,,,,,,,,,,,,1.0,,,0.7,0.7,,0.7,1.0,152,2,02 Esi- ja perusopetus
152Pargas stad,42976.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,43053.0,0.0,0.0,0.0,0.0,0.0,0.0,-43053.0,97.15268529156401,ei,Pargas stad,,,,,,,,,,,,,1.0,,,-0.5,-0.5,,-0.5,1.0,152,2,02 Esi- ja perusopetus
152Kristinestad stad,49280.0,5290.0,0.0,1668.0,688.0,0.0,0.0,0.0,0.0,0.0,0.0,56926.0,0.0,0.0,0.0,0.0,0.0,0.0,-56926.0,78.96101387993058,ei,Kristinestad stad,,,,,,,,,,,,,1.0,,,-0.3,0.6,0.6363961030678927,0.15,1.0,152,2,02 Esi- ja perusopetus
152Kimitoöns kommun,77601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77601.0,0.0,0.0,0.0,0.0,0.0,0.0,-77601.0,93.3725196612475,ei,Kimitoöns kommun,,,,,,,,,,,,,1.0,,,0.4,0.4,,0.4,1.0,152,2,02 Esi- ja perusopetus
152Vaasan kaupunki,136356.0,2052.0,0.0,360.0,0.0,0.0,10148.0,0.0,0.0,0.0,0.0,148916.0,0.0,0.0,0.0,0.0,0.0,0.0,-148916.0,75.56311654026973,ei,Vaasan kaupunki,,,,,,,,,,,,,1.0,,,0.3,0.3,,0.3,1.0,152,2,02 Esi- ja perusopetus
152Raaseporin kaupunki,334956.0,0.0,0.0,0.0,0.0,0.0,14100.0,0.0,0.0,0.0,0.0,349056.0,0.0,0.0,0.0,0.0,0.0,0.0,-349056.0,60.73063188520405,ei,Raaseporin kaupunki,,,,,,,,,,,,,1.0,,,0.0,0.8,0.4618802153517007,0.4,1.0,152,2,02 Esi- ja perusopetus
152Loviisan kaupunki,177831.0,0.0,0.0,0.0,102.0,870.0,591.0,0.0,0.0,0.0,0.0,179394.0,48.0,0.0,0.0,0.0,0.0,48.0,-179346.0,76.02504846602308,ei,Loviisan kaupunki,,,,,,,,,,,,,1.0,,,-0.1,0.8,0.3619392214170771,0.45,1.0,152,2,02 Esi- ja perusopetus
152Lohjan kaupunki,575967.0,0.0,0.0,1074.0,0.0,1150.0,0.0,0.0,0.0,0.0,0.0,578191.0,462000.0,0.0,0.0,0.0,0.0,462000.0,-116191.0,31.42994812470561,ei,Lohjan kaupunki,,,,,,,,,,2.0,,,,,,0.5,0.7,,0.6,2.0,152,2,02 Esi- ja perusopetus
152Kirkkonummen kunta,368285.0,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369729.0,0.0,0.0,0.0,0.0,0.0,0.0,-369729.0,61.774450890456066,ei,Kirkkonummen kunta,,,,,,,,,,,,,1.0,,,0.0,0.5,0.2886751345948129,0.16666666666666666,1.0,152,2,02 Esi- ja perusopetus
152Helsingin kaupunki,3735351.0,14026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3749377.0,0.0,0.0,0.0,0.0,0.0,0.0,-3749377.0,-1.6653438268786775,ei,Helsingin kaupunki,,,,,,,1.0,,,,,,,,,0.6,0.6,,0.6,1.0,152,2,02 Esi- ja perusopetus
152Alajärven kaupunki,83605.0,9210.0,0.0,323.0,1098.0,162.0,0.0,0.0,0.0,0.0,0.0,94398.0,0.0,0.0,0.0,0.0,0.0,0.0,-94398.0,77.72255792056019,ei,Alajärven kaupunki,,,,,,,2.0,,,1.0,,,1.0,,,0.0,0.3,0.0,0.075,4.0,152,2,02 Esi- ja perusopetus
152Alavuden kaupunki,38632.0,143.0,0.0,1690.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,40755.0,0.0,0.0,0.0,0.0,0.0,0.0,-40755.0,95.3668626252961,ei,Alavuden kaupunki,,,,,,,1.0,,,,,,,,,0.0,0.0,,0.0,1.0,152,2,02 Esi- ja perusopetus
152Asikkalan kunta,145057.0,1529.0,0.0,535.0,149.0,0.0,2454.0,0.0,0.0,0.0,0.0,149724.0,0.0,0.0,0.0,0.0,0.0,0.0,-149724.0,77.46223387986758,ei,Asikkalan kunta,,,,,,,,,,,,,1.0,,,-0.3,0.6,0.458257569495584,0.1,1.0,152,2,02 Esi- ja perusopetus
152Askolan kunta,67877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67877.0,0.0,0.0,0.0,0.0,0.0,0.0,-67877.0,94.70995760545172,ei,Askolan kunta,,,,,,,1.0,,,,,,,,,0.2,0.2,,0.2,1.0,152,2,02 Esi- ja perusopetus
152Enonkosken kunta,21646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21646.0,0.0,0.0,0.0,0.0,0.0,0.0,-21646.0,98.09654953387695,ei,Enonkosken kunta,,,,,,,,,,,,,1.0,,,0.0,0.0,,0.0,1.0,152,2,02 Esi- ja perusopetus
152Helsingin Rudolf Steiner -koulun kannatusyhdistys ry,80539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80539.0,0.0,0.0,0.0,0.0,0.0,0.0,-80539.0,92.92568772726963,ei,Helsingin Rudolf Steiner -koulun kannatusyhdistys ry,,,,,,,1.0,,,,,,,,,0.2,0.2,,0.2,1.0,152,2,02 Esi- ja perusopetus
152Espoon kristillisen koulun kannatusyhdistys ry,37730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37730.0,0.0,0.0,0.0,0.0,1479.0,1479.0,-36251.0,80.69326398088606,ei,Espoon kristillisen koulun kannatusyhdistys ry,,,,,,,,,,,,,1.0,,,-0.5,0.9,0.4989989979949861,0.23000000000000004,1.0,152,2,02 Esi- ja perusopetus
152Kyyjärven kunta,20112.0,1654.0,0.0,0.0,51.0,203.0,0.0,0.0,0.0,0.0,0.0,22020.0,0.0,0.0,0.0,0.0,0.0,0.0,-22020.0,79.11332397092134,ei,Kyyjärven kunta,,,,,,,,,,,,,2.0,,,0.4,0.4,,0.4,2.0,152,2,02 Esi- ja perusopetus
152Kurikan kaupunki,46337.0,0.0,0.0,149.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,46488.0,0.0,0.0,0.0,0.0,0.0,0.0,-46488.0,96.92540726054358,ei,Kurikan kaupunki,,,,,,,1.0,,,,,,,,,-0.5,-0.5,,-0.5,1.0,152,2,02 Esi- ja perusopetus
152Kouvolan kaupunki,727868.0,0.0,0.0,310.0,1786.0,609.0,0.0,0.0,0.0,0.0,0.0,730573.0,0.0,0.0,0.0,0.0,0.0,0.0,-730573.0,45.66484469663951,ei,Kouvolan kaupunki,,,,,,,,,,,,,2.0,,,0.0,0.5,,0.25,2.0,152,2,02 Esi- ja perusopetus
152Konneveden kunta,27664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27664.0,0.0,0.0,0.0,0.0,0.0,0.0,-27664.0,97.93374259182812,ei,Konneveden kunta,,,,,,,,,,,,,1.0,,,0.0,0.0,,0.0,1.0,152,2,02 Esi- ja perusopetus
152Kiuruveden kaupunki,87681.0,3172.0,0.0,74.0,855.0,159.0,2114.0,0.0,0.0,0.0,0.0,94055.0,0.0,0.0,0.0,0.0,0.0,0.0,-94055.0,78.94719492652463,ei,Kiuruveden kaupunki,,,,,,,,,,1.0,,,,,,0.0,0.0,0.0,0.0,1.0,152,2,02 Esi- ja perusopetus
152Kauhajoen kaupunki,42582.0,0.0,0.0,686.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,43442.0,0.0,0.0,0.0,0.0,0.0,0.0,-43442.0,97.27096646609225,ei,Kauhajoen kaupunki,,,,,,,,,,,,,1.0,,,0.2,0.2,,0.2,1.0,152,2,02 Esi- ja perusopetus
152Karijoen kunta,19368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19368.0,0.0,0.0,0.0,0.0,0.0,0.0,-19368.0,98.13646493752589,ei,Karijoen kunta,,,,,,,,,,,,,1.0,,,0.0,0.0,,0.0,1.0,152,2,02 Esi- ja perusopetus
152Kannuksen kaupunki,68086.0,5243.0,0.0,224.0,808.0,0.0,0.0,0.0,0.0,0.0,0.0,74361.0,0.0,0.0,0.0,0.0,0.0,0.0,-74361.0,78.83912325802908,ei,Kannuksen kaupunki,,,,,,,,,,,,,1.0,,,0.3,0.4,0.0577350269189626,0.3666666666666667,1.0,152,2,02 Esi- ja perusopetus
152Kangasalan Kaupunki,67123.0,0.0,0.0,0.0,0.0,741.0,0.0,0.0,0.0,0.0,0.0,67864.0,0.0,0.0,0.0,0.0,0.0,0.0,-67864.0,94.38199358227665,ei,Kangasalan Kaupunki,,,,,,,,,,,,,,,1.0,0.0,0.0,,0.0,1.0,152,2,02 Esi- ja perusopetus
152Kajaanin kaupunki,377568.0,0.0,0.0,55.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,377856.0,0.0,0.0,0.0,0.0,0.0,0.0,-377856.0,60.710993664437524,ei,Kajaanin kaupunki,,,,,,,,,,,,,6.0,,,-0.1,0.8,0.21538219070644876,0.26666666666666666,6.0,152,2,02 Esi- ja perusopetus
152Jyväskylän kristillisen koulun yhdistys ry,44025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44025.0,0.0,0.0,0.0,0.0,0.0,0.0,-44025.0,97.07046467609527,ei,Jyväskylän kristillisen koulun yhdistys ry,,,,,,,,,,,,,1.0,,,0.8,0.8,,0.8,1.0,152,2,02 Esi- ja perusopetus
152Juvan kunta,19106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19106.0,5.0,0.0,0.0,0.0,0.0,5.0,-19101.0,98.14137681406945,ei,Juvan kunta,,,,,,,,,,,,,1.0,,,0.0,0.0,,0.0,1.0,152,2,02 Esi- ja perusopetus
152Juupajoen kunta,26167.0,85.0,0.0,0.0,0.0,0.0,1686.0,0.0,0.0,0.0,0.0,27938.0,0.0,0.0,0.0,0.0,0.0,0.0,-27938.0,79.1330075826171,ei,Juupajoen kunta,,,,,,,,,,,,,1.0,,,0.2,0.3,0.05773502691896256,0.25,1.0,152,2,02 Esi- ja perusopetus
152Iin kunta,144378.0,954.0,0.0,0.0,0.0,5230.0,0.0,0.0,0.0,0.0,0.0,150562.0,144000.0,0.0,0.0,0.0,0.0,144000.0,-6562.0,46.09492488561696,ei,Iin kunta,,,,,,,,,,,,,1.0,,,0.8,0.8,,0.8,1.0,152,2,02 Esi- ja perusopetus
152Heinolan kaupunki,145446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145446.0,0.0,0.0,0.0,0.0,0.0,0.0,-145446.0,78.37857678099486,ei,Heinolan kaupunki,,,,,,,1.0,,,,,,,,,0.1,0.4,0.21213203435596428,0.25,1.0,152,2,02 Esi- ja perusopetus
152Lestijärven kunta,19806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19806.0,0.0,0.0,0.0,0.0,0.0,0.0,-19806.0,98.129716160876,ei,Lestijärven kunta,,,,,,,,,,,,,1.0,,,0.3,0.3,,0.3,1.0,152,2,02 Esi- ja perusopetus
152Laitilan kaupunki,79752.0,2259.0,1140.0,202.0,0.0,2328.0,0.0,0.0,0.0,0.0,0.0,85681.0,0.0,0.0,0.0,0.0,0.0,0.0,-85681.0,78.99246766158291,ei,Laitilan kaupunki,,,,,,,,,,,,,1.0,,,-0.7,-0.7,,-0.7,1.0,152,2,02 Esi- ja perusopetus
152Kuopion kaupunki,811399.0,2934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814333.0,0.0,0.0,0.0,0.0,0.0,0.0,-814333.0,45.35685361404254,ei,Kuopion kaupunki,,,,,,,1.0,,,,,,,,,0.0,0.2,0.14142135623730953,0.1,1.0,152,2,02 Esi- ja perusopetus
152Keuruun kaupunki,75087.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75336.0,0.0,0.0,0.0,0.0,0.0,0.0,-75336.0,93.78942162167546,ei,Keuruun kaupunki,,,,,,,1.0,,,,,,,,,0.5,0.5,,0.5,1.0,152,2,02 Esi- ja perusopetus
152Kempeleen kunta,132137.0,133.0,0.0,527.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,132970.0,0.0,0.0,0.0,0.0,0.0,0.0,-132970.0,81.98618537109267,ei,Kempeleen kunta,,,,,,,,,,,,,1.0,,,0.3,0.3,,0.3,1.0,152,2,02 Esi- ja perusopetus
152Kemijärven kaupunki,74400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74400.0,0.0,0.0,0.0,0.0,0.0,0.0,-74400.0,93.8367738076272,ei,Kemijärven kaupunki,,,,,,,1.0,,,,,,,,,0.9,0.9,,0.9,1.0,152,2,02 Esi- ja perusopetus
152Kannonkosken kunta,23711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23711.0,0.0,0.0,0.0,0.0,0.0,0.0,-23711.0,98.05006274501318,ei,Kannonkosken kunta,,,,,,,,,,1.0,,,,,,-0.1,-0.1,,-0.1,1.0,152,2,02 Esi- ja perusopetus
152Kankaanpään kaupunki,96091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96091.0,61000.0,0.0,0.0,0.0,0.0,61000.0,-35091.0,55.518667057625926,ei,Kankaanpään kaupunki,,,,,,,,,,,,,2.0,,,0.0,0.1,0.07071067811865478,0.07500000000000001,2.0,152,2,02 Esi- ja perusopetus
152Kaavin kunta,26185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26185.0,0.0,0.0,0.0,0.0,0.0,0.0,-26185.0,97.98146718415329,ei,Kaavin kunta,,,,,,,,,,1.0,,,,,,0.0,0.3,0.17320508075688773,0.1,1.0,152,2,02 Esi- ja perusopetus
152Kaarinan kaupunki,24968.0,0.0,0.0,0.0,0.0,29.0,1931.0,0.0,0.0,0.0,0.0,26928.0,0.0,0.0,0.0,0.0,0.0,0.0,-26928.0,79.1120157966956,ei,Kaarinan kaupunki,,,,,,,,,,1.0,,,,,,-0.1,-0.1,,-0.1,1.0,152,2,02 Esi- ja perusopetus
"152Jyväskylän yliopisto, Normaalikoulu",26209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26209.0,19800.0,0.0,0.0,0.0,0.0,19800.0,-6409.0,77.50853005873613,ei,"Jyväskylän yliopisto, Normaalikoulu",,,,,,,,,,,,,1.0,,,0.2,0.2,,0.2,1.0,152,2,02 Esi- ja perusopetus
152Jyväskylän Seudun Steinerkoulun kannatusyhdistys r.y.,19067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19067.0,0.0,0.0,0.0,0.0,0.0,0.0,-19067.0,98.14084723717,ei,Jyväskylän Seudun Steinerkoulun kannatusyhdistys r.y.,,,,,,,,,,,,,1.0,,,0.2,0.2,,0.2,1.0,152,2,02 Esi- ja perusopetus
152Juuan kunta,74955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74955.0,0.0,0.0,0.0,0.0,0.0,0.0,-74955.0,93.75796705971555,ei,Juuan kunta,,,,,,,,,,1.0,,,,,1.0,0.0,0.0,,0.0,2.0,152,2,02 Esi- ja perusopetus
152Joutsan kunta,45724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45724.0,0.0,0.0,0.0,0.0,0.0,0.0,-45724.0,96.94556548768448,ei,Joutsan kunta,,,,,,,,,,,,,4.0,,,-0.4,0.9,0.3373060407208089,0.25545634920634924,4.0,152,2,02 Esi- ja perusopetus
152Joroisten kunta,64533.0,0.0,0.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,0.0,64839.0,43000.0,0.0,0.0,0.0,0.0,43000.0,-21839.0,68.34485989939361,ei,Joroisten kunta,,,,,,,1.0,,,,,,,,,0.0,0.0,,0.0,1.0,152,2,02 Esi- ja perusopetus
152Joensuun kaupunki,600758.0,0.0,0.0,738.0,57.0,76.0,0.0,0.0,0.0,0.0,0.0,601629.0,451000.0,0.0,0.0,0.0,0.0,451000.0,-150629.0,32.105493624814876,ei,Joensuun kaupunki,,,,,,,5.0,,,,,,,,,-0.7,0.8,0.3464569562141669,0.046111111111111096,5.0,152,2,02 Esi- ja perusopetus
152Jämsän kaupunki,253979.0,50.0,0.0,0.0,198.0,248.0,0.0,0.0,0.0,0.0,0.0,254475.0,0.0,0.0,0.0,0.0,0.0,0.0,-254475.0,71.66350481499954,ei,Jämsän kaupunki,,,,,,,,,,,,,1.0,,,0.0,0.9,0.406201920231798,0.5,1.0,152,2,02 Esi- ja perusopetus
152Itä-Suomen suomalais-venäläisen koulun säätiö sr,9144.0,1106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10250.0,0.0,0.0,0.0,0.0,0.0,0.0,-10250.0,79.02696165916906,ei,Itä-Suomen suomalais-venäläisen koulun säätiö sr,,,,,,,1.0,,,,,,,,,0.2,0.7,0.23804761428476165,0.45,1.0,152,2,02 Esi- ja perusopetus
152Ikaalisten kaupunki,49394.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,49476.0,0.0,0.0,0.0,0.0,0.0,0.0,-49476.0,96.65978810909193,ei,Ikaalisten kaupunki,,,,,,,,,,1.0,,,,,,-0.1,-0.1,,-0.1,1.0,152,2,02 Esi- ja perusopetus
152Helsingin Uusi yhteiskoulu Osakeyhtiö,87994.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88426.0,0.0,0.0,0.0,0.0,0.0,0.0,-88426.0,86.87199715337722,ei,Helsingin Uusi yhteiskoulu Osakeyhtiö,,,,,,,,,,,,,1.0,,,0.1,0.7,0.2607680962081059,0.24,1.0,152,2,02 Esi- ja perusopetus
152Haminan kaupunki,155794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155794.0,0.0,0.0,0.0,51000.0,0.0,51000.0,-104794.0,46.0929876664069,ei,Haminan kaupunki,,,,,,,,,,,,,1.0,,,-0.6,-0.1,0.3535533905932737,-0.35,1.0,152,2,02 Esi- ja perusopetus
152Hämeenlinnan kaupunki,276345.0,2810.0,0.0,18773.0,25.0,324.0,0.0,0.0,0.0,0.0,0.0,298277.0,0.0,0.0,0.0,63278.0,0.0,63278.0,-234999.0,45.5930075218081,ei,Hämeenlinnan kaupunki,,,,,,,,,,,,,,,1.0,-0.1,0.1,0.1,0.0,1.0,152,2,02 Esi- ja perusopetus
152Haapaveden kaupunki,72028.0,1899.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,74098.0,0.0,0.0,0.0,0.0,0.0,0.0,-74098.0,78.96820893917155,ei,Haapaveden kaupunki,,,,,,,,,,1.0,,,,,,0.1,0.8,0.33166247903554,0.35,1.0,152,2,02 Esi- ja perusopetus
152Haapajärven kaupunki,645780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645780.0,0.0,0.0,0.0,0.0,0.0,0.0,-645780.0,45.97351842792223,ei,Haapajärven kaupunki,,,,,,,,,,,,,1.0,,,-0.3,-0.3,,-0.3,1.0,152,2,02 Esi- ja perusopetus
152Forssan kaupunki,55394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55394.0,0.0,0.0,0.0,13394.0,0.0,13394.0,-42000.0,46.88512704769343,ei,Forssan kaupunki,,,,,,,,,,,,,1.0,,,0.0,0.9,0.4193248541803042,0.625,1.0,152,2,02 Esi- ja perusopetus
152Espoon Steinerkoulun kannatusyhdistys ry,39949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39949.0,0.0,0.0,0.0,0.0,0.0,0.0,-39949.0,97.343061465215,ei,Espoon Steinerkoulun kannatusyhdistys ry,,,,,,,,,,1.0,,,,,,,,,,1.0,152,2,02 Esi- ja perusopetus
152Apollon Yhteiskoulun kannatusyhdistys ry,34929.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35058.0,0.0,0.0,0.0,0.0,0.0,0.0,-35058.0,97.26640899652527,ei,Apollon Yhteiskoulun kannatusyhdistys ry,,,,,,,,,,,,,2.0,,,-0.2,0.0,0.14142135623730953,-0.1,2.0,152,2,02 Esi- ja perusopetus
152Akaan kaupunki,208044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208044.0,0.0,0.0,0.0,0.0,0.0,0.0,-208044.0,74.44699049694317,ei,Akaan kaupunki,,,,,,,1.0,,,,,,,,,0.0,0.0,,0.0,1.0,152,2,02 Esi- ja perusopetus
152Imatran kaupunki,272909.0,20129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293038.0,0.0,0.0,0.0,0.0,0.0,0.0,-293038.0,63.251449614138934,ei,Imatran kaupunki,,,,,,,,,,,,,1.0,,,0.0,0.0,,0.0,1.0,152,2,02 Esi- ja perusopetus
152Vörå kommun,53533.0,3110.0,0.0,73.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,56752.0,43000.0,0.0,0.0,0.0,0.0,43000.0,-13752.0,68.36043777544614,ei,Vörå kommun,,,,,,,,,,,,,1.0,,,0.6,0.6,,0.6,1.0,152,2,02 Esi- ja perusopetus
152Rudolf Steiner-Pedagogikens Vänner i Västnyland rf,39010.0,240.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,40750.0,0.0,0.0,0.0,0.0,0.0,0.0,-40750.0,79.1703163578273,ei,Rudolf Steiner-Pedagogikens Vänner i Västnyland rf,,,,,,,,,,,,,,,2.0,0.0,0.0,,0.0,2.0,152,2,02 Esi- ja perusopetus
152Pedersöre kommun,58947.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,59072.0,0.0,0.0,0.0,0.0,0.0,0.0,-59072.0,95.74775990234168,ei,Pedersöre kommun,,,,,,,,,,,,,,,1.0,0.1,0.1,,0.1,1.0,152,2,02 Esi- ja perusopetus
152Kronoby kommun,21309.0,1227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22536.0,0.0,0.0,0.0,0.0,0.0,0.0,-22536.0,79.11414257250857,ei,Kronoby kommun,,,,,,,,,,,,,1.0,,,0.2,0.2,,0.2,1.0,152,2,02 Esi- ja perusopetus
152Vantaan kaupunki,2526903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2526903.0,0.0,0.0,0.0,0.0,0.0,0.0,-2526903.0,24.946657870578704,ei,Vantaan kaupunki,,,,,,,,,,,,,2.0,,,0.0,0.0,,0.0,2.0,152,2,02 Esi- ja perusopetus
152Vihdin kunta,299160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299160.0,235717.0,0.0,0.0,0.0,0.0,235717.0,-63443.0,43.6186229290024,ei,Vihdin kunta,,,,,,,,,,,,,1.0,,,-0.2,0.7,0.4725815626252609,0.16666666666666666,1.0,152,2,02 Esi- ja perusopetus
